OrphaCode,Name,DisorderType,DisorderGroup,ICD-11,MONDO,ICD-10,OMIM,UMLS,MeSH,MedDRA,GARD,DiseaseName,AgeOfOnset,TypeOfInheritance
715845,Idiopathic Acute exudative polymorphous vitelliform maculopathy,Clinical subtype,Subtype of disorder,,,,,,,,,,,
715850,Paraneoplastic acute exudative polymorphous vitelliform maculopathy,Clinical subtype,Subtype of disorder,,,,,,,,,,,
715757,Metameric fast-flow vascular malformation,Clinical group,Group of disorders,,,,,,,,,,,
715762,Unifocal fast-flow vascular malformation,Clinical group,Group of disorders,,,,,,,,,,,
715744,Fast-flow vascular malformation of the central nervous system,Clinical group,Group of disorders,,,,,,,,,,,
715750,Intracranial fast-flow vascular malformation,Clinical group,Group of disorders,,,,,,,,,,,
715721,High-grade astrocytoma with piloid features,Disease,Disorder,,,,,,,,,,,
715724,Diffuse pediatric-type high-grade glioma-H3-wildtype-IDH-wildtype,Disease,Disorder,,,,,,,,,,,
715704,Infant-type hemispheric glioma MET-altered,Etiological subtype,Subtype of disorder,,,,,,,,,,,
716109,Global developmental delay-facial dysmorphism-brachydactyly syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
716116,Global developmental delay-facial dysmorphism-hands and feet anomalies syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
716195,Rare inflammatory choroidal disorder,Category,Group of disorders,,,,,,,,,,,
716198,Rare paraneoplastic choroidal disorder,Category,Group of disorders,,,,,,,,,,,
716201,Rare vascular choroidal disorder,Category,Group of disorders,,,,,,,,,,,
716204,Rare neoplastic choroidal disorder,Category,Group of disorders,,,,,,,,,,,
716207,Rare benign neoplastic choroidal disorder,Category,Group of disorders,,,,,,,,,,,
716210,Rare malignant neoplastic choroidal disorder,Category,Group of disorders,,,,,,,,,,,
716213,Rare isolated developmental choroidal disorder,Category,Group of disorders,,,,,,,,,,,
716290,Rare predominantly chorioretinal disorder,Category,Group of disorders,,,,,,,,,,,
716293,Rare non-progressive predominantly chorioretinal disorder,Category,Group of disorders,,,,,,,,,,,
716296,Rare isolated non-progressive predominantly chorioretinal disorder,Category,Group of disorders,,,,,,,,,,,
716299,Rare disorder with non-progressive predominantly chorioretinal disorder as a major feature,Category,Group of disorders,,,,,,,,,,,
716304,Rare progressive predominantly chorioretinal disorder,Category,Group of disorders,,,,,,,,,,,
716342,Rare disorder with progressive predominantly chorioretinal disorder as a major feature,Category,Group of disorders,,,,,,,,,,,
716348,Rare isolated progressive predominantly chorioretinal disorder,Category,Group of disorders,,,,,,,,,,,
716361,Rare progressive generalized retinal disorder,Category,Group of disorders,,,,,,,,,,,
716358,Rare generalized retinal disorder,Category,Group of disorders,,,,,,,,,,,
716367,Rare isolated non-progressive generalized retinal disorder,Category,Group of disorders,,,,,,,,,,,
716364,Rare non-progressive generalized retinal disorder,Category,Group of disorders,,,,,,,,,,,
716393,Rare disorder with non-progressive generalized retinal disorder as a major feature,Category,Group of disorders,,,,,,,,,,,
716410,Rare isolated progressive generalized retinal disorder,Category,Group of disorders,,,,,,,,,,,
716405,Rare disorder with progressive generalized retinal disorder as a major feature,Category,Group of disorders,,,,,,,,,,,
716416,Rare progressive predominantly macular disorder,Category,Group of disorders,,,,,,,,,,,
716413,Rare non-progressive predominantly macular disorder,Category,Group of disorders,,,,,,,,,,,
716422,Rare disorder with non-progressive predominantly macular disorder as a major feature,Category,Group of disorders,,,,,,,,,,,
716419,Rare isolated non-progressive predominantly macular disorder,Category,Group of disorders,,,,,,,,,,,
716432,Rare isolated progressive predominantly macular disorder,Category,Group of disorders,,,,,,,,,,,
716427,Rare disorder with progressive predominantly macular disorder as a major feature,Category,Group of disorders,,,,,,,,,,,
716438,Rare progressive vitreoretinopathy,Category,Group of disorders,,,,,,,,,,,
716435,Rare non-progressive vitreoretinopathy,Category,Group of disorders,,,,,,,,,,,
716450,Rare non-progressive retinal vasculopathy,Category,Group of disorders,,,,,,,,,,,
716455,Rare progressive retinal vasculopathy,Category,Group of disorders,,,,,,,,,,,
716441,Rare isolated progressive vitreoretinopathy,Category,Group of disorders,,,,,,,,,,,
716446,Rare disorder with progressive vitreoretinopathy disorder as a major feature,Category,Group of disorders,,,,,,,,,,,
716742,Congenital myasthenic syndrome with kinetic defect,Etiological subtype,Subtype of disorder,,,,,,,,,Congenital myasthenic syndrome with kinetic defect,,"Autosomal dominant, Autosomal recessive"
716459,Rare disorder with progressive retinal vasculopathy as a major feature,Category,Group of disorders,,,,,,,,,,,
716466,Rare isolated progressive retinal vasculopathy,Category,Group of disorders,,,,,,,,,,,
716772,Congenital myasthenic syndrome with kinetic defect due to reduced ion channel conductance,Etiological subtype,Subtype of disorder,,,,,,,,,Congenital myasthenic syndrome with kinetic defect due to reduced ion channel conductance,,Autosomal recessive
716758,Fast-channel congenital myasthenic syndrome,Etiological subtype,Subtype of disorder,,,,,,,,,Fast-channel congenital myasthenic syndrome,,"Autosomal dominant, Autosomal recessive"
716765,Slow-channel congenital myasthenic syndrome,Etiological subtype,Subtype of disorder,,,,,,,,,Slow-channel congenital myasthenic syndrome,,"Autosomal dominant, Autosomal recessive"
716825,Congenital myasthenic syndrome due to defects in endplate development and maintenance,Etiological subtype,Subtype of disorder,,,,,,,,,,,
716816,Congenital myasthenic syndrome with primary acetylcholine receptor deficiency,Etiological subtype,Subtype of disorder,,,,,,,,,,,
716899,Congenital myasthenic syndrome due to defective synaptic vesicles exocytosis,Etiological subtype,Subtype of disorder,,,,,,,,,Congenital myasthenic syndrome due to defective synaptic vesicles exocytosis,,"Autosomal dominant, Autosomal recessive"
716893,Congenital myasthenic syndrome due to defective synthesis or recycling of acetylcholine,Etiological subtype,Subtype of disorder,,,,,,,,,Congenital myasthenic syndrome due to defective synthesis or recycling of acetylcholine,,Autosomal recessive
716889,Congenital myasthenic syndromes due to defective axonal transport,Etiological subtype,Subtype of disorder,,,,,,,,,Congenital myasthenic syndromes due to defective axonal transport,,Autosomal recessive
716881,Congenital myasthenic syndrome due to a sodium channel 1.4 defect,Etiological subtype,Subtype of disorder,,,,,,,,,Congenital myasthenic syndrome due to a sodium channel 1.4 defect,,Autosomal recessive
716917,Congenital myasthenic syndrome with mitochondrial defect,Etiological subtype,Subtype of disorder,,,,,,,,,,,
716913,Ubiquitously expressed proteins associated congenital myasthenic syndrome,Etiological subtype,Subtype of disorder,,,,,,,,,,,
716908,Autosomal dominant congenital myasthenic syndromes due to defective synaptic vesicles exocytosis,Etiological subtype,Subtype of disorder,,,,,,,,,Autosomal dominant congenital myasthenic syndromes due to defective synaptic vesicles exocytosis,,Autosomal dominant
716903,Autosomal recessive congenital myasthenic syndrome due to defective synaptic vesicles exocytosis,Etiological subtype,Subtype of disorder,,,,,,,,,Autosomal recessive congenital myasthenic syndrome due to defective synaptic vesicles exocytosis,,Autosomal recessive
717260,Rare genetic generalized retinal disorder,Category,Group of disorders,,,,,,,,,,,
717257,Rare genetic predominantly chorioretinal disorder,Category,Group of disorders,,,,,,,,,,,
717317,Rare genetic isolated progressive predominantly chorioretinal disorder,Category,Group of disorders,,,,,,,,,,,
717321,Rare genetic progressive generalized retinal disorder,Category,Group of disorders,,,,,,,,,,,
717324,Rare genetic isolated progressive generalized retinal disorder,Category,Group of disorders,,,,,,,,,,,
717327,Rare genetic non-progressive predominantly macular disorder,Category,Group of disorders,,,,,,,,,,,
717268,Circumscribed astrocytic glioma,Category,Group of disorders,,,,,,,,,,,
717308,Rare genetic non-progressive predominantly chorioretinal disorder,Category,Group of disorders,,,,,,,,,,,
717311,Rare genetic isolated non-progressive predominantly chorioretinal disorder,Category,Group of disorders,,,,,,,,,,,
717314,Rare genetic progressive predominantly chorioretinal disorder,Category,Group of disorders,,,,,,,,,,,
717342,Rare genetic progressive retinal vasculopathy,Category,Group of disorders,,,,,,,,,,,
717345,Rare genetic isolated progressive retinal vasculopathy,Category,Group of disorders,,,,,,,,,,,
717348,Rare genetic disorder with progressive vasculopathy disorder as a major feature,Category,Group of disorders,,,,,,,,,,,
717564,Dural sinus malformation without arteriovenous shunt,Malformation syndrome,Disorder,,,,,,,,,,,
717330,Rare genetic isolated non-progressive predominantly macular disorder,Category,Group of disorders,,,,,,,,,,,
717333,Rare genetic progressive predominantly macular disorder,Category,Group of disorders,,,,,,,,,,,
717336,Rare genetic isolated progressive predominantly macular disorder,Category,Group of disorders,,,,,,,,,,,
717339,Rare genetic non-progressive retinal vasculopathy,Category,Group of disorders,,,,,,,,,,,
717605,Capillary-lymphatic malformation,Morphological anomaly,Disorder,,,,,,,,,,,
717598,Lymphatic-venous malformation,Malformation syndrome,Disorder,,,,,,,,,,,
717619,Capillary-lymphatic-venous malformation,Morphological anomaly,Disorder,,,,,,,,,,,
717611,Capillary-venous malformation,Morphological anomaly,Disorder,,,,,,,,,,,
717585,Kasabach-Merritt-like phenomenon,Particular clinical situation in a disease or syndrome,Disorder,,,,,,,,,,,
717582,Coagulation abnormality associated with a vascular anomaly,Clinical group,Group of disorders,,,,,,,,,,,
717593,Disseminated intravascular coagulation associated with a vascular anomaly,Particular clinical situation in a disease or syndrome,Disorder,,,,,,,,,,,
717588,Localized intravascular coagulation,Particular clinical situation in a disease or syndrome,Disorder,,,,,,,,,,,
717812,12q24.31 microdeletion syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
717795,Developmental delay-spastic diplegia-choreoathetosis-intellectual disability syndrome,Disease,Disorder,,,,,,,,,,,
717830,2p14p15 microdeletion syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
717823,Global developmental delay-recurrent infections-facial dysmorphism syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
717646,Congenital midnasal stenosis,Morphological anomaly,Disorder,,,,,,,,,,,
717638,Aquagenic urticaria,Disease,Disorder,,,,,,,,,,,
717784,Partial trisomy 12q syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
717757,Rare immune disease with inflammatory bowel disease,Category,Group of disorders,,,,,,,,,,,
717865,Rare congenital-chronic-intractable diarrhea with inflammatory bowel disease,Category,Group of disorders,,,,,,,,,,,
717868,Rare skin disease with inflammatory bowel disease,Category,Group of disorders,,,,,,,,,,,
717862,Rare disorder with inflammatory bowel disease,Category,Group of disorders,,,,,,,,,,,
717851,Rare non-syndromic inflammatory bowel disease,Clinical group,Group of disorders,,,,,,,,,,,
717854,Developmental delay-microcephaly-short stature-ocular disorders-intellectual disability syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
717841,Global developmental delay-facial dysmorphism-atrial septal defect syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
717846,Developmental delay-facial dysmorphism-Blaschko lines hypopigmentation-obesity-intellectual disability syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
717884,Global developmental delay-acquired macrocephaly-ataxia-febrile seizures syndrome,Malformation syndrome,Disorder,,,,,,,,,,,
717877,Rare miscellaneous disease with inflammatory bowel disease,Category,Group of disorders,,,,,,,,,,,
717871,Rare systemic or rheumatologic diseases with inflammatory bowel disease,Category,Group of disorders,,,,,,,,,,,
717874,Rare inborn error of metabolism with inflammatory bowel disease,Category,Group of disorders,,,,,,,,,,,
718047,Combined immunodeficiency due to polymerase delta deficiency,Disease,Disorder,,,,,,,,,,,
718037,Microcephalic primordial dwarfism syndrome with combined immunodeficiency due to PRIM1 deficiency,Disease,Disorder,,,,,,,,,,,
718017,Combined immunodeficiency due to COPG1 deficiency,Disease,Disorder,,,,620983,,,,,Combined immunodeficiency due to COPG1 deficiency,,Autosomal recessive
718255,Rare Y-linked non-syndromic sensorineural deafness type DFNY,Etiological subtype,Subtype of disorder,,,,,,,,,,,
718079,Combined immunodeficiency with normal B cells and normal immunoglubulins,Disease,Disorder,,,,,,,,,,,
718072,Combined immunodeficiency with low CD8 and normal CD4,Disease,Disorder,,,,,,,,,,,
718053,Combined immunodeficiency with low CD4 and normal CD8,Disease,Disorder,,,,,,,,,,,
694963,Inflammatory breast cancer,Disease,Disorder,,,,,,,,,,,
694946,Alazami-Yuan syndrome,Malformation syndrome,Disorder,,,,617126,,,,,Alazami-Yuan syndrome,,Autosomal recessive
694956,Intellectual disability-lymphoid hypertrophy-macrocephaly syndrome,Malformation syndrome,Disorder,,,,619769,,,,,Intellectual disability-lymphoid hypertrophy-macrocephaly syndrome,,Autosomal dominant
695020,Urachal carcinoma,Disease,Disorder,,,,,,,,,Urachal carcinoma,,Not applicable
694356,ADAR-related hereditary spastic paraplegia,Disease,Disorder,,,,,,,,,ADAR-related hereditary spastic paraplegia,,Autosomal dominant
694937,Intellectual disability-peripheral neuropathy-corpus callosum abnormalities syndrome due to nudix hydrolase 2 deficiency,Malformation syndrome,Disorder,,,,619844,,,,,Intellectual disability-peripheral neuropathy-corpus callosum abnormalities syndrome due to nudix hydrolase 2 deficiency,,Autosomal recessive
694922,Childhood-onset stress-induced neurodegenerative ataxia-seizure syndrome,Disease,Disorder,,,,618170,,,,,Childhood-onset stress-induced neurodegenerative ataxia-seizure syndrome,,Autosomal recessive
693912,EPHB4-related capillary malformation-arteriovenous malformation,Malformation syndrome,Disorder,,,,618196,,,,,EPHB4-related capillary malformation-arteriovenous malformation,,Autosomal dominant
693907,RASA1-related capillary malformation-arteriovenous malformation,Malformation syndrome,Disorder,,,,608354,,,,,RASA1-related capillary malformation-arteriovenous malformation,,Autosomal dominant
694308,ZMYND11-related developmental delay-speech delay-seizures-behavioral abnormalities-craniofacial dysmorphism syndrome due to a point mutation,Etiological subtype,Subtype of disorder,,,,616083,,,,,ZMYND11-related developmental delay-speech delay-seizures-behavioral abnormalities-craniofacial dysmorphism syndrome due to a point mutation,,Autosomal dominant
694304,ZMYND11-related developmental delay-speech delay-seizures-behavioral abnormalities-craniofacial dysmorphism syndrome,Disease,Disorder,,,,616083,,,,,ZMYND11-related developmental delay-speech delay-seizures-behavioral abnormalities-craniofacial dysmorphism syndrome,,Autosomal dominant
694228,Congenital intrahepatic arterioportal fistula,Malformation syndrome,Disorder,,,,,,,,,Congenital intrahepatic arterioportal fistula,,Not applicable
693872,Urinary tract arteriovenous malformation,Malformation syndrome,Disorder,,,,,,,,,,,
117573,Syndromic anorectal malformation,Category,Group of disorders,,,,,C5681738,,,19874,,,
693869,Gallblader arteriovenous malformation,Malformation syndrome,Disorder,,,,,,,,,,,
696189,Congenital generalized lipodystrophy type 1,Clinical subtype,Subtype of disorder,,,,603100,,,,,Congenital generalized lipodystrophy type 1,,Autosomal recessive
696206,Congenital generalized lipodystrophy type 3,Clinical subtype,Subtype of disorder,,,,612526,,,,,Congenital generalized lipodystrophy type 3,,Autosomal recessive
696242,PPARG-associated congenital generalized lipodystrophy,Clinical subtype,Subtype of disorder,,,,,,,,,PPARG-associated congenital generalized lipodystrophy,,Autosomal recessive
